Date and Time of initial call,Date and time of Ranger response,borough,property,location,batch_geocode_descrip,Latitude,Longitude,loc_acc,species_description,call_source,species_status,animal_condition,duration_of_response,age,animal_class,311SR_Number,final_ranger_action,number_animals,PEP_Response,Animal_Monitored,Rehabilitator,Hours_spent_monitoring,Police_Response,ESU_Response,ACC_Intake_Number,
01/18/2019 03:30:00 PM,01/18/2019 03:40:00 PM,Manhattan,Ft Tryon Park,Heather Garden,"New York, NY, USA",40.68295,-73.9708,doubt,Guinea Pigs,Employee,Domestic,Healthy,0.5,Adult,Domestic,,Advised/Educated others,2,false,false,,,false,false,,
01/12/2019 09:00:00 AM,01/12/2019 11:00:00 AM,Manhattan,St. Nicholas Park,West 133rd St behind the comfort station.,"New York, NY, USA",40.68295,-73.9708,doubt,Red-Tailed Hawk,Central,Native,DOA,1,Juvenile,Raptors,1-1-1668498080,Submitted for DEC Testing,1,false,false,,,false,false,,
12/27/2018 09:30:00 AM,12/27/2018 09:35:00 AM,Bronx,Orchard Beach,Section 1,"New York, NY, USA",40.68295,-73.9708,doubt,Seal,Central,Native,Healthy,4,Juvenile,Marine Mammals-seals only,1-1-1658753690,Monitored Animal,1,false,true,,3.5,false,false,,
11/30/2018 11:00:00 AM,11/30/2018 01:45:00 PM,Manhattan,Inwood Hill Park,M & O HQ District 12,"New York, NY, USA",40.68295,-73.9708,doubt,Chicken,Employee,Domestic,Healthy,1,Adult,Birds,1-1-1647471950,ACC,1,false,false,,,false,false,48438,
11/21/2018 04:10:00 PM,11/22/2018 11:00:00 AM,Manhattan,Fort Tryon Park,Dongan Lawn,"New York, NY, USA",40.68295,-73.9708,doubt,Red-Tailed Hawk,Other,Native,Healthy,1.25,Juvenile,Raptors,,Rehabilitator,1,false,false,WINOR,,false,false,,
11/14/2018 01:30:00 PM,11/14/2018 01:30:00 PM,Manhattan,Hudson Yards entrance to Highline Park,Not far from the Hudson Yards Entrance to Highline Park,"New York, NY, USA",40.68295,-73.9708,doubt,Red-Tailed Hawk,Public,Native,Injured,4,Juvenile,Raptors,1-1-1644036070,Rehabilitator,1,false,false,Bobby Horvath,,false,false,,
11/14/2018 10:00:00 AM,11/14/2018 10:10:00 AM,Brooklyn,Brooklyn Bridge Park,330 Furman street,"New York, NY, USA",40.68295,-73.9708,doubt,N/A,Employee,Native,Injured,2,Adult,Raptors,1-1-1634509350,Rehabilitator,1,false,false,Bobby Horvath,,false,false,,
11/13/2018 03:45:00 PM,11/13/2018 03:45:00 PM,Manhattan,Mercer Playground,Mercer st & Bleeker st,"New York, NY, USA",40.68295,-73.9708,doubt,Bat,Central,Native,N/A,2,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
11/10/2018 11:31:00 AM,11/10/2018 11:41:00 AM,Manhattan,Inwood Hill Park,"top of the Clove trail, near Whaleback rock","New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,Central,Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
11/07/2018 02:20:00 PM,11/07/2018 02:30:00 PM,Bronx,Williamsbridge Oval,In front of the entrance to the dog run,"New York, NY, USA",40.68295,-73.9708,doubt,Pigeon,Central,Native,DOA,0.75,Adult,Birds,1-1-1641384261,Relocated/Condition Corrected,1,false,false,,,false,false,,
11/05/2018 02:07:00 PM,11/05/2018 02:10:00 PM,Manhattan,Riverside Park South,Linda's Lawn,"New York, NY, USA",40.68295,-73.9708,doubt,Canada Goose,Public,Native,N/A,1,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
11/02/2018 03:03:00 PM,11/02/2018 03:14:00 AM,Brooklyn,McCarren Park,Driggs Avenue and Lorimer Street,"New York, NY, USA",40.68295,-73.9708,doubt,Yellow Bellied Sapsucker,Public,Native,Healthy,2,Juvenile,Birds,,Relocated/Condition Corrected,1,false,true,,0.5,false,false,,
11/02/2018 11:00:00 AM,11/02/2018 11:20:00 AM,Queens,Astoria Park,Astoria and Shore Blvd,"New York, NY, USA",40.68295,-73.9708,doubt,Red-Bellied Woodpecker,Central,Native,Injured,2.5,Adult,Birds,1-1-1635959650,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,,
11/01/2018 11:15:00 AM,11/01/2018 11:45:00 AM,Bronx,Orchard Beach,Sewage Plant near Turtle Cove,"New York, NY, USA",40.68295,-73.9708,doubt,Deer,Observed by Ranger,Native,DOA,0.5,Adult,Deer,,Relocated/Condition Corrected,1,false,false,,,false,false,,
10/31/2018 10:40:00 AM,10/31/2018 04:00:00 PM,Manhattan,Morningside park,311 caller did not leave detailed location,"New York, NY, USA",40.68295,-73.9708,doubt,Blue Jay,Central,Native,N/A,0.5,Adult,Birds,1-1-1638391689,Unfounded,1,false,false,,,false,false,,
10/31/2018 09:40:00 AM,10/31/2018 09:45:00 AM,Brooklyn,Prospect Park,Long Meadow near 3rd street entrance,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,Employee,Native,Unhealthy,0,Adult,Small Mammals-RVS,1-1-1636032392,ACC,1,false,false,,,false,false,46077,
10/31/2018 10:30:00 AM,10/31/2018 10:35:00 AM,Staten Island,Bloomingdale Park,In between Lenevar Ave and Maguire Ave,"New York, NY, USA",40.68295,-73.9708,doubt,Deer,Employee,Native,DOA,0.5,Adult,Deer,1-1-1636481360,Advised/Educated others,1,false,false,,,false,false,,
10/29/2018 09:25:00 AM,10/29/2018 09:45:00 AM,Bronx,Orchard Beach,Park Drive off of the City Island Circle,"New York, NY, USA",40.68295,-73.9708,doubt,Mute Swan,Employee,Invasive,DOA,0.25,Juvenile,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,,
10/26/2018 04:00:00 PM,10/26/2018 04:15:00 PM,Staten Island,Industrial Park,South Ave and Lois Ln,"New York, NY, USA",40.68295,-73.9708,doubt,Deer,Employee,Native,DOA,0.25,Adult,Deer,,Relocated/Condition Corrected,1,false,false,,,false,false,,
10/26/2018 12:10:00 PM,10/26/2018 12:18:00 PM,Staten Island,Greenbelt Recreation Center,On Brielle Ave near rec center,"New York, NY, USA",40.68295,-73.9708,doubt,Cormorant,Employee,Native,Injured,1.5,Adult,Birds,1-1-1636059160,ACC,1,false,false,,,false,false,45589,
10/26/2018 10:00:00 AM,10/26/2018 10:00:00 AM,Manhattan,5 East 102nd St,Found on sidewalk at 5 E 102nd St,"New York, NY, USA",40.68295,-73.9708,doubt,Woodcock,Public,Native,Injured,0.25,Adult,Birds,,Advised/Educated others,1,false,false,,,false,false,,
10/17/2018 10:00:00 AM,10/17/2018 10:15:00 AM,Staten Island,Annadale Green,Annadale Road and Belfield Avenue,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,Employee,Native,Unhealthy,1,Adult,Small Mammals-RVS,1-1-1631862050,ACC,1,false,false,,,false,false,44732,
10/16/2018 02:30:00 PM,10/16/2018 03:00:00 PM,Brooklyn,Brooklyn Bridge Park,99 Plymouth Street,"New York, NY, USA",40.68295,-73.9708,doubt,Yellow Bellied Sapsucker,Employee,Native,Healthy,1,Adult,Birds,n/a,Relocated/Condition Corrected,1,false,true,,0.5,false,false,,
10/16/2018 09:20:00 AM,10/16/2018 09:40:00 AM,Queens,Cunningham Park,Sanitation Lot,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,Employee,Native,Unhealthy,3,Adult,Small Mammals-RVS,1-1-1631200090,ACC,1,false,false,,,false,false,44628,
10/13/2018 04:00:00 PM,10/13/2018 04:15:00 PM,Brooklyn,Prospect Park,West Drive near 9th Street entrance,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,,0.5,Juvenile,Small Mammals-RVS,,Monitored Animal,1,false,true,,,true,false,,
10/03/2018 10:00:00 AM,10/03/2018 10:40:00 AM,Brooklyn,Prospect Park,Long Meadow just inside Garfield Place entrance,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,Employee,Native,Healthy,1,Juvenile,Small Mammals-RVS,1-1-1625098500,Monitored Animal,1,false,true,,0.25,false,false,,
09/30/2018 06:51:00 PM,10/01/2018 09:11:00 AM,Staten Island,Wegener Park,Annadale Road and Genesee Avenue,"New York, NY, USA",40.68295,-73.9708,doubt,Deer,Employee,Native,Injured,0.15,Adult,Deer,,Unfounded,1,false,false,,,false,false,,
09/30/2018 10:00:00 AM,09/30/2018 10:15:00 AM,Queens,Motor Parkway,Bell Blvd on the Overpass,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,Public,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1624558117,ACC,1,false,false,,,false,false,42940,
09/29/2018 10:00:00 AM,09/29/2018 10:08:00 AM,Queens,Little Bay Park,Cross Island Parkway and Utopia Parkway,"New York, NY, USA",40.68295,-73.9708,doubt,Northern Gannet,Employee,Native,Unhealthy,2.5,Adult,Birds,1-1-1619434610,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,,
09/26/2018 01:13:00 PM,09/26/2018 02:51:00 PM,Brooklyn,Jacob Joffe Fields,By the playground,"New York, NY, USA",40.68295,-73.9708,doubt,Chicken,Public,Domestic,Healthy,1.5,Adult,Domestic,,ACC,1,false,false,,,false,false,42611,
09/26/2018 09:40:00 AM,09/26/2018 10:00:00 AM,Queens,Astoria Park,Near pool / 19th Street,"New York, NY, USA",40.68295,-73.9708,doubt,Chicken,Central,Domestic,N/A,1.25,Adult,Domestic,,Unfounded,0,false,false,,,false,false,,
09/09/2018 11:55:00 AM,09/20/2018 11:40:00 AM,Queens,Baisley Pond Park,158th Street near water,"New York, NY, USA",40.68295,-73.9708,doubt,Canada Goose,Central,Native,Injured,1.75,Adult,Birds,1-1-1620277070,ACC,1,false,false,,,false,false,42056,
09/10/2018 02:20:00 PM,09/10/2018 02:20:00 PM,Manhattan,Chelsea Park,W 27th & 10th Ave,"New York, NY, USA",40.68295,-73.9708,doubt,Squirrel,Employee,Native,Healthy,2,Infant,Small Mammals-RVS,1-1-1611145443,Rehabilitator,1,false,true,Wild Bird Fund,0.5,false,false,,
09/09/2018 11:55:00 AM,09/09/2018 12:03:00 PM,Queens,Baisley Pond Park,158th Street near water,"New York, NY, USA",40.68295,-73.9708,doubt,Canada Goose,Central,Native,Injured,2,Adult,Birds,,Monitored Animal,1,false,true,,1,false,false,,
09/06/2018 02:15:00 PM,09/06/2018 02:25:00 PM,Queens,Baisley Pond Park,"Nearest cross Streets Barron St and 116 Rd, inside the handball court","New York, NY, USA",40.68295,-73.9708,doubt,Dog,Central,Domestic,Unhealthy,3,Adult,Domestic,1-1-1610274844,ACC,1,false,false,,,false,false,,
09/05/2018 12:15:00 PM,09/05/2018 01:15:00 PM,Queens,Rockaway Beach and Boardwalk,On the beach near shore. Closest Cross street is B44th st,"New York, NY, USA",40.68295,-73.9708,doubt,Black Skimmer,Employee,Native,DOA,1,Juvenile,Birds,1-1-1613606980,Relocated/Condition Corrected,1,false,false,,,false,false,,
09/03/2018 03:30:00 PM,09/03/2018 04:00:00 PM,Brooklyn,Shore Road Park,79th Street and Shore Road,"New York, NY, USA",40.68295,-73.9708,doubt,Homing Pigeon,Employee,Domestic,N/A,1,Adult,Domestic,,Unfounded,1,false,false,,,false,false,,
08/31/2018 10:30:00 AM,08/31/2018 10:31:00 AM,Manhattan,Inwood Hill Park,The caves,"New York, NY, USA",40.68295,-73.9708,doubt,Cat,Employee,Domestic,Healthy,2,Infant,Domestic,1-1-1610698201,ACC,3,true,false,,,true,false,40180/40181/40182,
08/29/2018 12:00:00 PM,08/29/2018 12:28:00 PM,Manhattan,Central Park,E 83rd & E. Drive - the NW corner of The Met - in a closed lawn,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,Central,Native,Unhealthy,1.75,Adult,Small Mammals-RVS,1-1-1607621460,ACC,1,false,false,,,false,false,39840,
08/29/2018 09:33:00 AM,08/29/2018 10:30:00 AM,Manhattan,Tompkins Square Park,in a tree at Ave A & E 7th St,"New York, NY, USA",40.68295,-73.9708,doubt,Red Tailed-Hawk,Public,Native,Unhealthy,2.75,Juvenile,Raptors,,Monitored Animal,1,false,true,,1.5,false,false,,
08/26/2018 11:50:00 AM,08/26/2018 11:50:00 AM,Manhattan,Inwood Hill Park,Blue Trail/ Payson Ave,"New York, NY, USA",40.68295,-73.9708,doubt,Deer,Observed by Ranger,Native,N/A,1,Adult,Deer,,Unfounded,1,false,true,,1,false,false,,
08/25/2018 07:30:00 AM,08/25/2018 09:30:00 AM,Manhattan,Tompkins Square Park,close to East 7th and Ave A entrance,"New York, NY, USA",40.68295,-73.9708,doubt,Red-Tailed Hawk,Public,Native,Unhealthy,6,Juvenile,Raptors,N/A,Monitored Animal,1,false,false,,,false,false,,
08/24/2018 08:42:00 PM,08/25/2018 01:45:00 PM,Queens,Baisley Pond Park,"South end of park, along Baisley Blvd","New York, NY, USA",40.68295,-73.9708,doubt,Bearded Dragon,Central,Exotic,N/A,2,Adult,Terrestrial Reptile or Amphibian,1-1-1608597876,Unfounded,1,false,false,,,false,false,,
08/23/2018 04:00:00 PM,08/23/2018 12:00:00 AM,Manhattan,Central Park,East Drive and East 70th,"New York, NY, USA",40.68295,-73.9708,doubt,Red-Tailed Hawk,"Conservancies/""Friends of"" Groups",Native,Injured,2,Juvenile,Raptors,1-1-605107551,Rehabilitator,1,false,false,,,false,false,,
08/22/2018 11:56:00 AM,08/22/2018 11:57:00 AM,Manhattan,Central Park,Ramble - wooded trail north from Boathouse parking lot - E. Drive & 75th,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,Central,Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-1607560023,ACC,1,false,false,,,false,false,39015,
08/22/2018 11:14:00 AM,08/22/2018 11:23:00 AM,Manhattan,Central Park,Ramble - Oak Bridge - W. Drive & 75th,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1606672252,ACC,1,false,false,,,false,false,39014,
08/21/2018 08:00:00 AM,08/21/2018 08:50:00 AM,Manhattan,Cenral Park,West Drive West 75th near Oak Bridge,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,,1.5,Adult,Small Mammals-RVS,1-1-1604273585,ACC,1,false,false,,,false,false,38876,
08/17/2018 09:00:00 AM,08/17/2018 09:30:00 AM,Manhattan,Central Park,West 79th and West Drive across from 79th St Yard entrance and Swedish Cottage. Nearest cross street Central Park West at West 79th,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1605101944,ACC,1,false,false,,,false,false,38473,
08/16/2018 09:30:00 AM,08/16/2018 09:45:00 AM,Manhattan,Inwood Hill Park,Bolton Rd,"New York, NY, USA",40.68295,-73.9708,doubt,White-Tailed Deer,Employee,Native,Healthy,0.75,Adult,Deer,n/a,Unfounded,1,false,false,,,false,false,,
08/10/2018 10:05:00 PM,08/11/2018 01:45:00 PM,Queens,Rockaway Beach and Boardwalk,Beach 119th St and surf,"New York, NY, USA",40.68295,-73.9708,doubt,Gull,Central,Native,Injured,2,Adult,Birds,1-1-1601537307,Monitored Animal,1,false,true,,0.5,false,false,,
08/10/2018 09:10:00 AM,08/10/2018 09:20:00 AM,Queens,Fort Totten Park,In front of the pool near Story Rd,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,Central,Native,Healthy,0.75,Adult;#Juvenile,Small Mammals-RVS,1-1-1602446910,Relocated/Condition Corrected,3,false,false,,,false,false,,
08/08/2018 08:00:00 AM,08/08/2018 09:30:00 AM,Manhattan,Central Park,Dead Road. Nearest cross street Central Park West West 67th,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-159789210,ACC,1,false,false,,,false,false,37471,
08/06/2018 03:30:00 PM,08/06/2018 03:30:00 PM,Queens,Evergreen Park,,"New York, NY, USA",40.68295,-73.9708,doubt,House Sparrow,Central,Native,Injured,3,Juvenile,Birds,1-1-1599116094,ACC,1,false,false,,,false,false,45070,
08/02/2018 02:45:00 PM,08/02/2018 02:55:00 PM,Manhattan,Central Park,Tutrle Pond on East Drive and East 79th,"New York, NY, USA",40.68295,-73.9708,doubt,Red-Eared Slider,Public,Domestic,Healthy,0.05,Adult,Domestic,N/A,Advised/Educated others,1,false,false,,,false,false,,
08/02/2018 03:40:00 PM,08/02/2018 03:45:00 PM,Manhattan,James Finley Walk,East 68th York Avenue not far from East River,"New York, NY, USA",40.68295,-73.9708,doubt,Peregrine Falcon,Other,Native,Injured,1.5,Juvenile,Raptors,1-1-1597160312,Rehabilitator,1,false,false,Wildbird Fund,,false,false,,
07/30/2018 12:50:00 PM,07/30/2018 02:37:00 PM,Manhattan,Central Park,On the Mall - between 72nd street and Bandshell - near staircase closest to 72nd,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,Central,Native,Unhealthy,1.75,Juvenile,Small Mammals-RVS,1-1-1593101630,ACC,1,false,false,,,false,false,36475,
07/23/2018 11:15:00 AM,07/23/2018 12:00:00 PM,Manhattan,Central Park,West 70 Street between the West Drive and Central Park West,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,1,Infant,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,true,,0.5,false,false,,
07/24/2018 04:40:00 PM,07/24/2018 05:00:00 PM,Queens,Brookville Park,,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,Central,Native,Healthy,2,Juvenile,Small Mammals-RVS,1-1-1593919394,Relocated/Condition Corrected,1,false,false,,,false,false,,
07/22/2018 02:30:00 PM,07/22/2018 02:44:00 PM,Staten Island,Franklin D. Roosevelt Boardwalk and Beach,,"New York, NY, USA",40.68295,-73.9708,doubt,Double Crested Cormorant,Employee,Native,Unhealthy,1.75,Juvenile,Birds,1-1-1590964411,ACC,1,true,false,,,false,false,35484,
07/15/2018 07:00:00 PM,07/15/2018 07:00:00 PM,Bronx,Van Cortlandt Park,VC,"New York, NY, USA",40.68295,-73.9708,doubt,Mallard Duck,Public,Native,Healthy,0.5,Juvenile,Birds,,Relocated/Condition Corrected,5,false,false,,,false,false,,
07/17/2018 11:00:00 AM,07/17/2018 11:30:00 AM,Brooklyn,Mellet Playgroun\d,,"New York, NY, USA",40.68295,-73.9708,doubt,Eastern Gray Squirrel,Central,Domestic,DOA,1,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
07/16/2018 02:40:00 PM,07/16/2018 02:50:00 PM,Queens,Alley Pond Park Tennis Courts Near Court 16,,"New York, NY, USA",40.68295,-73.9708,doubt,Raccoon,Central,Native,N/A,2,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,,
07/15/2018 06:40:00 PM,07/15/2018 06:40:00 PM,Bronx,Van Cortlandt Park,VC,"New York, NY, USA",40.68295,-73.9708,doubt,Mallard Duck,Public,Native,Healthy,0.5,Infant,Birds,,Relocated/Condition Corrected,7,false,false,,,false,false,,
07/05/2018 01:58:00 PM,07/05/2018 01:58:00 PM,Staten Island,Ocean Breeze Park,,"New York, NY, USA",40.68295,-73.9708,doubt,Cormorant,Employee,Native,Unhealthy,1.5,Juvenile,Birds,1-11-584298431,ACC,1,false,false,,,false,false,40434,
06/27/2018 10:43:00 AM,06/27/2018 10:44:00 AM,Manhattan,John V. Lindsay East River Park,,"New York, NY, USA",40.68295,-73.9708,doubt,Dutch Blue Love Bird,Central,Exotic,Unhealthy,0,Infant,Birds,,Advised/Educated others,1,false,false,,,false,false,,
11/01/2018 11:20:00 AM,11/01/2018 11:20:00 AM,Brooklyn,Prospect Park,Across from Wellhouse comfort station. By lake.,"200 Wellhouse Drive, Brooklyn, New York, NY, USA",40.656887,-73.970382,doubt,Raccoon,Public,Native,Healthy,0.25,Juvenile,Small Mammals-RVS,,Monitored Animal,1,false,true,,0.25,false,false,,
03/24/2019 12:00:00 PM,03/24/2019 12:00:00 PM,Brooklyn,Prospect Park,North Lullwater,"Prospect Park, Brooklyn, New York, NY, USA",40.659654,-73.969065,doubt,Red-Eared Slider,Employee,Invasive,Injured,2,Adult,Terrestrial Reptile or Amphibian,,Unfounded,1,true,true,,1,false,false,,
12/03/2018 03:30:00 PM,12/02/2018 03:45:00 PM,Brooklyn,Prospect Park,West Drive between Grand Army Plaza and Picnic House,"Prospect Park, Brooklyn, New York, NY, USA",40.659654,-73.969065,doubt,Raccoon,Public,Native,Healthy,1,Adult,Small Mammals-RVS,,Monitored Animal,1,false,true,,0.25,false,false,,
11/25/2018 12:30:00 PM,11/25/2018 01:00:00 PM,Brooklyn,Prospect Park,Prospect Park Lullwater,"Prospect Park, Brooklyn, New York, NY, USA",40.659654,-73.969065,doubt,Turtle,Central,N/A,N/A,1.5,Adult,Terrestrial Reptile or Amphibian,,Unfounded,1,false,false,,,false,false,,
11/08/2018 01:30:00 PM,11/08/2018 01:45:00 PM,Brooklyn,Prospect Park,Prospect Park Audubon Center,"Prospect Park, Brooklyn, New York, NY, USA",40.659654,-73.969065,doubt,Rabbit,"Conservancies/""Friends of"" Groups",Domestic,Healthy,0.5,Adult,Domestic,,ACC,1,false,false,,,false,false,46780,
11/01/2018 11:25:00 AM,11/01/2018 11:40:00 AM,Brooklyn,Prospect Park,By 3rd Street and Garfield Place,"Prospect Park, Brooklyn, New York, NY, USA",40.659654,-73.969065,doubt,Raccoon,Public,Native,Healthy,0.5,Juvenile,Small Mammals-RVS,,Monitored Animal,1,false,true,,0.25,false,false,,
10/31/2018 09:00:00 AM,10/31/2018 09:30:00 AM,Brooklyn,Prospect Park,Prospect Park Garage,"Prospect Park, Brooklyn, New York, NY, USA",40.659654,-73.969065,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,0.5,Adult,Small Mammals-RVS,1-1-1636032391,ACC,1,false,false,,,false,false,46076,
10/29/2018 12:00:00 PM,10/29/2018 12:00:00 PM,Brooklyn,Prospect Park,Lincoln Road/East Drive,"Prospect Park, Brooklyn, New York, NY, USA",40.659654,-73.969065,doubt,Dog,Public,Domestic,Injured,1,Adult,Domestic,1-1-1636604010,ACC,1,true,false,,,true,false,45894,
10/23/2018 04:45:00 PM,10/23/2018 05:10:00 PM,Brooklyn,Prospect Park,Center Drive and East Drive,"Prospect Park, Brooklyn, New York, NY, USA",40.659654,-73.969065,doubt,Raccoon,Employee,Native,Unhealthy,0.75,Adult,Small Mammals-RVS,,Monitored Animal,1,false,true,,,false,false,,
10/19/2018 11:30:00 AM,10/19/2018 11:45:00 AM,Brooklyn,Prospect Park,"Prospect Park Lake, across from the Peristyle","Prospect Park, Brooklyn, New York, NY, USA",40.659654,-73.969065,doubt,Mute Swan,Central,Invasive,Injured,0.5,Juvenile,Birds,,Unfounded,1,false,false,,,false,false,,
