Date and Time of initial call,Date and time of Ranger response,borough,property,location,batch_geocode_descrip,Latitude,Longitude,loc_acc,species_description,call_source,species_status,animal_condition,duration_of_response,age,animal_class,311SR_Number,final_ranger_action,number_animals,PEP_Response,Animal_Monitored,Rehabilitator,Hours_spent_monitoring,Police_Response,ESU_Response,ACC_Intake_Number,
08/14/2018 08:45:00 AM,08/14/2018 09:35:00 AM,Manhattan,Central Park,Conservatory Gardens -Italian gardens under bench by entrance on north side,"Conservatory Water, Manhattan, New York, NY, USA",40.774203,-73.967228,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1601184603,ACC,1,false,false,,,false,false,38145,
08/16/2018 08:00:00 AM,08/16/2018 09:10:00 AM,Manhattan,Central Park,The Great Lawn Ball Fields between field 3 and 5,"Great Lawn Ball Field 5, Manhattan, New York, NY, USA",40.782157,-73.966561,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2.5,Juvenile,Small Mammals-RVS,,Monitored Animal,1,false,false,,,false,false,,
05/23/2019 12:00:00 PM,05/23/2019 12:15:00 PM,Manhattan,Central Park,E 85th and 5th Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Red-Eyed Vireo,Public,Native,Healthy,1,Adult,Birds,,Relocated/Condition Corrected,1,false,true,,0.5,false,false,,
05/22/2019 02:00:00 PM,05/22/2019 02:15:00 PM,Manhattan,Central Park,5th Ave and 108th St,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,American Robin,Public,Native,Healthy,0.5,Infant,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,,
05/09/2019 11:30:00 AM,05/09/2019 03:00:00 PM,Manhattan,Central Park,"Large Bald Cyprus on South East Corner of Harlem Meer, close to 106th St and 5th Ave","Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,American Goldfinch,Public,Native,DOA,0.5,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,,
02/21/2019 05:10:00 PM,02/21/2019 05:15:00 PM,Manhattan,Central Park,West Drive at West 78th St,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Employee,Native,N/A,0.5,Adult,Small Mammals-non RVS,,Unfounded,1,false,false,,,false,false,,
01/22/2019 06:00:00 PM,01/23/2019 10:30:00 AM,Manhattan,Central Park,"Harlem Meer, near 5th Ave and 109th St","Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Duck,Public,Native,N/A,1,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
12/19/2018 01:10:00 PM,12/19/2018 01:15:00 PM,Manhattan,Central Park,North gate Conservatory Garden 106th St and 5th Ave.,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,0.75,Adult,Small Mammals-RVS,1-1-1658891102,ACC,1,false,false,,,false,false,50827,
12/18/2018 09:30:00 AM,12/18/2018 09:40:00 AM,Manhattan,Central Park,Ramble near Stone Arch,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Northern Saw-Whet Owl,"Conservancies/""Friends of"" Groups",Native,Injured,1.5,Adult,Raptors,1-1-1657709361,Rehabilitator,1,false,false,Bobby Horvath,,false,false,,
10/11/2018 12:30:00 PM,10/12/2018 04:00:00 PM,Manhattan,Central Park,The 59th St Pond,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Mandarin Duck,Public,Exotic,N/A,0.75,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
10/11/2018 12:30:00 PM,10/11/2018 01:10:00 PM,Manhattan,Central Park,The 59th St Pond,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Mandarin Duck,Public,Exotic,N/A,1,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
09/20/2018 02:00:00 PM,09/20/2018 02:10:00 PM,Manhattan,Central Park,"Harlem Meer, 106 street and 5 Avenue","Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Double Crested Cormorant,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Juvenile,Birds,1-1-1618901740,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,,
09/02/2018 12:00:00 AM,09/02/2018 10:10:00 AM,Manhattan,Central Park,105th and 5th Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-1-1610698272,ACC,1,false,false,,,false,false,40413,
08/31/2018 02:15:00 PM,08/31/2018 03:15:00 PM,Manhattan,Central Park,Bridle Path and W. 77th St,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
08/29/2018 03:45:00 PM,08/29/2018 03:49:00 PM,Manhattan,Central Park,59th St & 5th ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Central,Native,N/A,1.25,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
08/22/2018 01:50:00 PM,08/22/2018 02:00:00 PM,Manhattan,Central Park,Lawn in front of Turtle Pond. Nearest cross street 5th Ave 79th Street,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1607314140,ACC,1,false,false,,,false,false,39050,
08/20/2018 09:00:00 AM,08/20/2018 09:20:00 AM,Manhattan,Central Park,E 94th St. & 5th Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-1-1598977690,ACC,1,false,false,,,false,false,38755,
08/17/2018 01:00:00 PM,08/17/2018 02:15:00 PM,Manhattan,Central Park,Ramble Shed. East 79th 5th Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Adult,Small Mammals-RVS,N/A,Monitored Animal,1,false,false,,,false,false,,
08/17/2018 01:00:00 PM,08/17/2018 02:00:00 PM,Manhattan,Central Park,Balton Statue. East 65th and 5th Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1605107061,ACC,1,false,false,,,false,false,38513,
08/16/2018 11:00:00 AM,08/16/2018 11:00:00 AM,Manhattan,Central Park,Loeb Boathouse. Cross Street West 72nd and 5th Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,N/A,0.5,Adult,Small Mammals-RVS,N/A,Unfounded,1,false,false,,,false,false,,
08/16/2018 08:00:00 AM,08/16/2018 08:30:00 AM,Manhattan,Central Park,Trefoil Arch under East Drive at East 71st cross street is 5th Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1601184833,ACC,1,false,false,,,false,false,38337,
08/14/2018 03:00:00 PM,08/14/2018 03:05:00 PM,Manhattan,Central Park,E 76th and 5th Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Infant,Small Mammals-RVS,1-1-1602212590,ACC,1,false,false,,,false,false,38189,
08/14/2018 02:00:00 PM,08/14/2018 02:42:00 PM,Manhattan,Central Park,Delcorte Theather/81st Street,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-1-1601533790,ACC,1,false,false,,,false,false,,
08/11/2018 01:15:00 PM,08/11/2018 02:00:00 PM,Manhattan,Central Park,Conservatory Gardens at E 106th St and 5th Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Employee,Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-1-1602140060,ACC,1,false,false,,,false,false,37859,
08/10/2018 09:45:00 AM,08/10/2018 09:50:00 AM,Manhattan,Central  Park,Ramble not far from the Boathouse. Nearest cross street East 72nd and 5th Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1601537253,ACC,1,false,false,,,false,false,37704,
08/09/2018 04:30:00 PM,08/09/2018 04:45:00 PM,Manhattan,Central Park,The Loeb Boathouse E 72nd St and 5th Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Other,Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
08/09/2018 09:00:00 AM,08/09/2018 10:40:00 AM,Manhattan,Central Park,96st Transverse Rd. and Bridlepath fork behind Transverse Rd. fence,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2.5,Juvenile,Small Mammals-RVS,1-1-1599116593,ACC,1,false,false,,,false,false,37598,
08/03/2018 07:30:00 AM,08/03/2018 09:15:00 AM,Manhattan,Central Park,Fredrick Douglous Circle. 110th and Malcom X Blvd,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,N/A,0.15,Adult,Domestic,n/a,Unfounded,0,false,false,,,true,false,,
08/01/2018 08:00:00 PM,08/02/2018 09:50:00 AM,Manhattan,Central Park,Playground at E96th and 5th ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,N/A,0.5,Adult,Small Mammals-RVS,1-1-1598586559,Unfounded,1,false,false,,,false,false,,
07/31/2018 03:35:00 PM,07/31/2018 03:35:00 PM,Manhattan,Central Park,E 90th ST & 5th Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Observed by Ranger,Native,Unhealthy,0.5,Adult,Small Mammals-RVS,,Monitored Animal,1,false,true,,0.5,false,false,,
07/31/2018 11:35:00 AM,07/31/2018 11:39:00 AM,Manhattan,Central Park,E 90th St & 5th Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Employee,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,,Monitored Animal,1,false,true,,1.5,false,false,,
07/31/2018 01:00:00 PM,07/31/2018 01:26:00 PM,Manhattan,Central Park,Central park ramble,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,4,Adult,Small Mammals-RVS,1-1-1596705002,ACC,1,false,false,,,false,false,36572,
07/28/2018 07:45:00 AM,07/29/2018 12:27:00 PM,Manhattan,Central Park,"Near the Pioneers Gate, at 110th and 5th Ave","Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Public,Native,N/A,0.25,Juvenile,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
07/29/2018 09:48:00 AM,07/29/2018 10:30:00 AM,Manhattan,Central Park,Hallet Nature Sanctuary - 59th street/6th ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Central,Native,Unhealthy,1.75,Adult,Small Mammals-RVS,1-1-1595406852,ACC,1,false,false,,,false,false,36328,
07/28/2018 12:12:00 PM,07/28/2018 12:22:00 PM,Manhattan,Central Park,Bridle Path at W 100th street,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Adult,Small Mammals-RVS,1-1-1-595449866,ACC,1,false,false,,,false,false,36209,
07/28/2018 09:00:00 AM,07/28/2018 09:06:00 AM,Manhattan,Central Park,"61 street entrance to park, on Wayne Walk, under a bench","Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Central,Native,DOA,0,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
07/25/2018 08:35:00 AM,07/25/2018 09:00:00 AM,Manhattan,Central Park,Lasker Pool entrance inside Central Park/  East 110th Street and Lennox Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Employee,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1592912090,ACC,1,false,false,,,false,false,43195,
07/24/2018 05:15:00 PM,07/24/2018 05:35:00 PM,Manhattan,Central Park,Behind the Lasker Pool near Huddlestone Arch,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Employee,Native,N/A,0.25,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
07/24/2018 08:30:00 AM,07/24/2018 09:57:00 AM,Manhattan,Central Park,At the Conservatory Garden at East 102nd and 5th Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1590959610,ACC,1,false,false,,,false,false,35650,
07/23/2018 08:30:00 AM,07/23/2018 09:00:00 AM,Manhattan,Central Park,Conservatory Gardens East 102nd near 5th Ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,3,Juvenile,Small Mammals-RVS,1-1-1592534181,ACC,1,false,false,,,false,false,35528,
07/21/2018 09:00:00 AM,07/21/2018 09:10:00 AM,Manhattan,Central Park,Dalehead Arch at the West Drive of Central Park and W 63rd St,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Central,Native,DOA,2.5,Juvenile,Small Mammals-RVS,1-1-1591237359,Submitted for DEC Testing,1,false,false,,,false,false,,
07/20/2018 02:00:00 PM,07/20/2018 02:45:00 PM,Manhattan,Central Park,west side of the 100th pond,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Employee,Native,Healthy,1,Juvenile,Small Mammals-RVS,,Monitored Animal,1,false,true,,0.4,false,false,,
07/16/2018 11:00:00 AM,07/16/2018 11:00:00 AM,Manhattan,Central Park,103st and 5th ave,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Employee,Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-11-587740050,ACC,1,false,false,,,false,false,34680,
07/17/2018 11:40:00 AM,07/17/2018 12:00:00 PM,Manhattan,Central Park,"North Woods along fence west of the Ravine, close to Huddlestone Arch","Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Public,Native,DOA,1,Juvenile,Small Mammals-RVS,1-1-1588182966,Submitted for DEC Testing,1,false,false,,,false,false,,
07/14/2018 11:30:00 AM,07/14/2018 12:10:00 PM,Manhattan,Central Park,Children's Playground close to 59th St,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,Public,Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
07/12/2018 10:30:00 AM,07/12/2018 10:50:00 AM,Manhattan,Central Park,Play ground east 67th St,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-11-585601187,ACC,1,false,false,,,false,false,34206,
12/01/2018 10:40:00 AM,12/01/2018 10:50:00 AM,Brooklyn,Prospect Park,Audubon center,"Audubon Center at the Boathouse, Brooklyn, New York, NY, USA",40.660807,-73.965274,doubt,N/A,Other,Native,N/A,1.25,Adult,Raptors,,Unfounded,1,false,false,,,false,false,,
08/15/2018 08:30:00 AM,08/15/2018 08:30:00 AM,Manhattan,Central Park,The Loeb Boathouse,"Audubon Center at the Boathouse, Brooklyn, New York, NY, USA",40.660807,-73.965274,doubt,Raccoon,Central,Native,Unhealthy,0.25,Adult,Small Mammals-RVS,1-1-1601746760,Advised/Educated others,1,false,false,,,false,false,,
08/14/2018 08:30:00 AM,08/14/2018 10:28:00 AM,Manhattan,Central Park,92/93st by Reservoir near Engineer's Gate.,"Neary’s, Manhattan, New York, NY, USA",40.758347,-73.963455,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
08/14/2018 09:50:00 AM,08/14/2018 10:10:00 AM,Manhattan,Central Park,E 67th street at the Billy Johnson Playground,"205 East 67th Street, Manhattan, New York, NY, USA",40.766499,-73.962254,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1601156521,ACC,1,false,false,,,false,false,38143,
08/11/2018 12:30:00 PM,08/11/2018 12:45:00 PM,Manhattan,Central Park,On the 97th St Transverse,"151 97 St Transverse, Manhattan, New York, NY, USA",40.791157,-73.959574,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,DOA,0.5,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
04/18/2019 09:45:00 AM,04/18/2019 01:30:00 PM,Manhattan,Morningside Park,Northern Morningside Park,"Morningside Park, Manhattan, New York, NY, USA",40.8053,-73.9589,doubt,Raccoon,Other,Native,DOA,1.5,Adult,Small Mammals-RVS,1-1-1706046820,ACC,1,false,false,,,false,false,60355,
07/24/2018 01:12:00 PM,07/24/2018 01:30:00 PM,Manhattan,Central Park,North Meadow Baseball Field,"North Meadow Baseball Field 5, Manhattan, New York, NY, USA",40.793072,-73.958741,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1591910384,ACC,1,false,false,,,false,false,35692,
04/28/2019 08:30:00 AM,04/28/2019 09:37:00 AM,Queens,Forest Park,Trails near soccer field (Victory Field),"Soccer Field, Manhattan, New York, NY, USA",40.826692,-73.953684,doubt,Raccoon,Public,Native,Unhealthy,0.5,Adult,Small Mammals-RVS,1-1-171466824,Unfounded,1,false,false,,,false,false,,
04/02/2019 09:00:00 AM,04/02/2019 10:00:00 AM,Staten Island,Greenbelt Recreation Center,Around the soccer field,"Soccer Field, Manhattan, New York, NY, USA",40.826692,-73.953684,doubt,Chicken,Central,Domestic,N/A,0.5,Adult,Domestic,,Unfounded,2,false,false,,,false,false,,
01/14/2019 03:00:00 PM,01/14/2019 04:00:00 PM,Brooklyn,Calvert Vaux Park,Behind soccer field,"Soccer Field, Manhattan, New York, NY, USA",40.826692,-73.953684,doubt,Swan,Public,Invasive,Unhealthy,1,Adult,Birds,1-1-1669806612,ACC,1,false,false,,,false,false,52666,
01/05/2019 02:20:00 PM,01/05/2019 02:25:00 PM,Manhattan,Central Park,Dana Center Men's Restroom,"Dana Discovery Center, Manhattan, New York, NY, USA",40.797077,-73.951454,doubt,Chicken,"Conservancies/""Friends of"" Groups",Domestic,Healthy,1,Juvenile,Domestic;#Birds,1-1-1665409000,ACC,1,false,false,,,false,false,51926,
07/31/2018 11:52:00 AM,07/31/2018 12:40:00 PM,Manhattan,Central Park,Dana Center Playground,"Dana Discovery Center, Manhattan, New York, NY, USA",40.797077,-73.951454,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,DOA,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
07/16/2018 01:00:00 PM,07/16/2018 01:10:00 PM,Manhattan,Central Park,Playground by Dana Center,"Dana Discovery Center, Manhattan, New York, NY, USA",40.797077,-73.951454,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,1,Adult,Small Mammals-RVS,,Advised/Educated others,1,false,true,,1,false,false,,
04/11/2019 08:30:00 AM,04/11/2019 09:00:00 AM,Manhattan,Central Park,By pinetum south of the basketball courts,"Basketball courts, Manhattan, New York, NY, USA",40.837569,-73.948776,doubt,Saw Whet Owl,Public,Native,N/A,0.5,Adult,Raptors,,Relocated/Condition Corrected,1,false,false,,,false,false,,
03/28/2019 01:00:00 PM,03/28/2019 04:00:00 PM,Bronx,Orchard Beach,Between the volleyball and basketball courts,"Basketball courts, Manhattan, New York, NY, USA",40.837569,-73.948776,doubt,Skunk,Central,Native,Unhealthy,3,Adult,Small Mammals-RVS,1-1-1697120530,ACC,1,false,false,,,false,false,58463,
07/28/2018 08:36:00 PM,07/29/2018 11:30:00 AM,Manhattan,Central Park,SW corner of the Jackie O Reservoir - where the Bridle Path intersects - below the railing - between the ledge and waters edge,"Falafel Off the Corner, Manhattan, New York, NY, USA",40.780318,-73.94661,doubt,Raccoon,Public,Native,Healthy,1,Juvenile,Small Mammals-RVS,,Monitored Animal,1,false,true,,0.75,false,false,,
04/30/2019 05:00:00 PM,04/30/2019 05:30:00 PM,Brooklyn,Prospect Park,Between Bandshell and Harmony Playground,"Bandshell, Brooklyn, New York, NY, USA",40.689921,-73.946201,doubt,Raccoon,Employee,Native,N/A,0.5,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
09/06/2018 10:00:00 AM,09/06/2018 10:40:00 AM,Manhattan,Riverside Park,by bottom of stairs near the apartment,"Stairs, Manhattan, New York, NY, USA",40.774376,-73.943871,doubt,Painted Turtle,Central,Invasive,Healthy,1,Adult,Terrestrial Reptile or Amphibian,1-1-1610274843,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,,
08/14/2018 03:00:00 PM,08/14/2018 03:06:00 PM,Manhattan,Central Park,Ramble - south of Castle - stairs,"Stairs, Manhattan, New York, NY, USA",40.774376,-73.943871,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
04/28/2019 08:25:00 AM,04/28/2019 08:30:00 AM,Manhattan,Central Park,Harlem Meer; on the North side of the Island in the middle of the Meer,"Dance Theatre of Harlem, Manhattan, New York, NY, USA",40.828889,-73.943611,doubt,Egret,"Conservancies/""Friends of"" Groups",Native,N/A,1,Adult,Birds,,Monitored Animal,1,false,true,,1,false,false,,
05/23/2019 09:30:00 AM,05/23/2019 10:00:00 AM,Manhattan,Central Park,Harlem Meer,"Harlem, Manhattan, New York, NY, USA",40.809139,-73.941371,doubt,Turtle,Central,N/A,N/A,1,Adult,Terrestrial Reptile or Amphibian,1-1-174632602,Unfounded,1,false,false,,,false,false,,
05/11/2019 01:00:00 PM,05/11/2019 03:30:00 PM,Manhattan,Central Park,Harlem Meer,"Harlem, Manhattan, New York, NY, USA",40.809139,-73.941371,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,N/A,0.5,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
11/28/2018 10:15:00 AM,11/28/2018 01:30:00 PM,Manhattan,Central Park,Harlem Meer,"Harlem, Manhattan, New York, NY, USA",40.809139,-73.941371,doubt,Canada Goose,"Conservancies/""Friends of"" Groups",Native,N/A,0.5,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
09/20/2018 11:30:00 AM,09/20/2018 11:35:00 AM,Manhattan,Central Park,Harlem Meer,"Harlem, Manhattan, New York, NY, USA",40.809139,-73.941371,doubt,Cormorant,"Conservancies/""Friends of"" Groups",Native,Unhealthy,0.75,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
09/06/2018 01:15:00 PM,09/06/2018 01:30:00 PM,Manhattan,Central Park,Harlem Meer,"Harlem, Manhattan, New York, NY, USA",40.809139,-73.941371,doubt,Mallard Duck,"Conservancies/""Friends of"" Groups",Native,N/A,1,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
10/29/2018 01:30:00 PM,10/29/2018 03:12:00 PM,Staten Island,Seguine Mansion,Barn house next to the mansion,"The Beast Next Door, Queens, New York, NY, USA",40.748908,-73.940831,doubt,Raccoon,Employee,Native,Healthy,0.5,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
07/21/2018 02:15:00 PM,07/21/2018 02:15:00 PM,Manhattan,Central Park,East 110th Street Playground,"255 East 110th Street, Manhattan, New York, NY, USA",40.793385,-73.940772,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1588253243,ACC,1,false,false,,,true,false,35372,
09/09/2018 10:10:00 AM,09/09/2018 10:10:00 AM,Manhattan,Playground 103 CIII,Ward's Island Bridge,"Wards Island Bridge, Manhattan, New York, NY, USA",40.78645,-73.939337,doubt,Raccoon,Public,Native,N/A,2,Adult,Small Mammals-RVS,1-1-1615129722,Unfounded,1,false,false,,0.5,false,false,,
01/27/2019 04:00:00 PM,01/27/2019 04:15:00 PM,Brooklyn,Marine Park,near Ballfields,"Marine Park, Brooklyn, New York, NY, USA",40.611435,-73.935184,doubt,Herring Gull,Public,Native,Injured,1.5,Juvenile,Birds,1-1-1675123980,ACC,1,false,false,,,false,false,53565,
01/01/2019 11:00:00 AM,01/01/2019 11:00:00 AM,Brooklyn,Marine Park,Nature Center Driveway,"Marine Park, Brooklyn, New York, NY, USA",40.611435,-73.935184,doubt,Chicken,Public,Domestic,Healthy,1,Adult,Domestic,1-1-1664216971,ACC,3,false,false,,,false,false,"51650, 51652, 51653",
12/05/2018 08:30:00 AM,12/05/2018 08:30:00 AM,Brooklyn,Marine Park,Burnett St. Path between Avenue U and Avenue V,"Marine Park, Brooklyn, New York, NY, USA",40.611435,-73.935184,doubt,Swan,Employee,Invasive,Healthy,2,Adult,Birds,,Relocated/Condition Corrected,1,false,true,,2,false,false,,
12/04/2018 08:30:00 AM,12/04/2018 09:00:00 AM,Brooklyn,Marine Park,Burnett St. Path between Avenue U and Avenue V,"Marine Park, Brooklyn, New York, NY, USA",40.611435,-73.935184,doubt,Swan,Public,Invasive,Healthy,1,Adult,Birds,,Relocated/Condition Corrected,1,false,true,,1,false,false,,
12/03/2018 11:30:00 AM,12/03/2018 12:00:00 PM,Brooklyn,Marine Park,On the Burnett St path between Avenue V and Avenue U,"Marine Park, Brooklyn, New York, NY, USA",40.611435,-73.935184,doubt,Swan,Public,Invasive,Healthy,1,Adult,Birds,,Monitored Animal,1,false,true,,1,false,false,,
11/14/2018 12:30:00 PM,11/14/2018 12:45:00 PM,Brooklyn,Marine Park,Near Gerritsen Avenue and Bartlett Street intersection,"Marine Park, Brooklyn, New York, NY, USA",40.611435,-73.935184,doubt,Swan,Public,Invasive,DOA,0.25,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,,
10/03/2018 06:00:00 PM,10/04/2018 12:00:00 PM,Brooklyn,Marine Park,Salt Marsh Nature Trail,"Marine Park, Brooklyn, New York, NY, USA",40.611435,-73.935184,doubt,Domestic Dove,Public,Domestic,Injured,1,Adult,Domestic,1-1-1625631162,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,,
08/16/2018 02:30:00 PM,08/17/2018 03:00:00 PM,Brooklyn,Marine Park,S/E corner of Burnett Street and Avenue U,"Marine Park, Brooklyn, New York, NY, USA",40.611435,-73.935184,doubt,Eastern Gray Squirrel,Public,Native,Unhealthy,3,Infant,Small Mammals-non RVS,1-1-1605101941,Rehabilitator,4,false,true,Wild Bird Fund,1,false,false,,
